"2020.07.01. szerda";30.5;20.7;4.1;0;;

"2020.07.02. csütörtök";31.8;23.1;3.1;3.9;;

"2020.07.03. péntek";25.2;21.4;7;6.4;;

"2020.07.04. szombat";28.1;20.4;3.5;1.2;;

"2020.07.05. vasárnap";29.3;19.3;4.1;0;;

"2020.07.06. hétfő";29.8;21.9;7.6;0;;

"2020.07.07. kedd";23.1;15.8;9.1;1.3;;

"2020.07.08. szerda";26.5;16.2;3.5;0;;

"2020.07.09. csütörtök";26.7;19.4;3.7;0;;

"2020.07.10. péntek";31.8;20.7;4.8;0;;

"2020.07.11. szombat";31.2;18.1;6.3;3.5;;

"2020.07.12. vasárnap";22.6;16.2;5.2;4;;

"2020.07.13. hétfő";23.8;17.1;3.2;0.3;;

"2020.07.14. kedd";24.6;17.4;2.2;0;;

"2020.07.15. szerda";26;18.1;3.4;0;;

"2020.07.16. csütörtök";24.6;18.6;5;0;;

"2020.07.17. péntek";23.1;16.4;4.7;0.8;;

"2020.07.18. szombat";21.2;17.1;2.6;2.1;;

"2020.07.19. vasárnap";27.4;16.4;2.2;3.2;;

"2020.07.20. hétfő";28.9;18.4;4.1;0;;

"2020.07.21. kedd";30.2;21;3.8;0.4;;

"2020.07.22. szerda";28.2;20.9;3.9;2.8;;

"2020.07.23. csütörtök";29.5;22.6;3.8;0;;

"2020.07.24. péntek";29.8;21.2;4.8;7.3;;

"2020.07.25. szombat";27.3;20.2;4.1;5.7;;

"2020.07.26. vasárnap";29.2;19.4;4.1;0;;

"2020.07.27. hétfő";29.7;20.9;4.2;0;;

"2020.07.28. kedd";32.9;22.6;4.4;0;;

"2020.07.29. szerda";30.5;23.8;5;0;;

"2020.07.30. csütörtök";32.8;24;3.2;0;;

"2020.07.31. péntek";31.4;24.6;4.6;0;;
