"2020.02.01. szombat";10.6;5.5;3.3;0;;

"2020.02.02. vasárnap";12.8;8.6;8.4;0.4;;

"2020.02.03. hétfő";10.8;7.3;7.6;5;;

"2020.02.04. kedd";7.4;3;12.6;9.8;;

"2020.02.05. szerda";7;0.9;11.2;0;;

"2020.02.06. csütörtök";4.3;-0.1;7.3;0;;

"2020.02.07. péntek";6.8;1.2;5.3;0;;

"2020.02.08. szombat";4.1;-0.8;3.7;0;;

"2020.02.09. vasárnap";5.3;-0.6;2.9;0;;

"2020.02.10. hétfő";12;3.5;8.6;0.4;;

"2020.02.11. kedd";7.9;4.4;11;2.1;;

"2020.02.12. szerda";6.4;2.2;7.3;0;;

"2020.02.13. csütörtök";7.4;1.4;6.3;1;;

"2020.02.14. péntek";8;4.9;6.7;4.3;;

"2020.02.15. szombat";8.2;2.5;3.4;0;;

"2020.02.16. vasárnap";9.1;2;3.6;0;;

"2020.02.17. hétfő";11;3.6;2.6;0;;

"2020.02.18. kedd";10.8;6;6.1;0.4;;

"2020.02.19. szerda";7.8;3.1;6;0.2;;

"2020.02.20. csütörtök";6.8;2.2;5.8;0;;

"2020.02.21. péntek";7.8;2.6;8.8;0.4;;

"2020.02.22. szombat";8.6;1.6;4.9;0;;

"2020.02.23. vasárnap";10.8;5;8.5;0.4;;

"2020.02.24. hétfő";12.3;5;9.6;1.9;;

"2020.02.25. kedd";14.4;4.2;5.5;1.9;;

"2020.02.26. szerda";8.9;4.7;7.7;7.1;;

"2020.02.27. csütörtök";6.8;2.6;7.8;0;;

"2020.02.28. péntek";7.1;2.1;11.9;3.7;;

"2020.02.29. szombat";8.9;1.4;6.6;0;;
