"2020.08.01. szombat";28.8;21.2;3.9;0;;

"2020.08.02. vasárnap";29.8;20.5;4.3;0;;

"2020.08.03. hétfő";31.5;21.7;5.2;0.5;;

"2020.08.04. kedd";29.6;20.6;5.4;4.3;;

"2020.08.05. szerda";25;20.6;3.1;3.4;;

"2020.08.06. csütörtök";29.7;20.5;4.7;1.3;;

"2020.08.07. péntek";31.5;22.7;5.8;0;;

"2020.08.08. szombat";32.9;24.2;3.8;0;;

"2020.08.09. vasárnap";33;24.8;3.1;0;;

"2020.08.10. hétfő";33;25.3;2.8;1.5;;

"2020.08.11. kedd";33.1;23.5;3.8;1.4;;

"2020.08.12. szerda";32.1;24.1;4;0;;

"2020.08.13. csütörtök";31.3;22.6;3.2;0;;

"2020.08.14. péntek";31;24.6;3.3;0;;

"2020.08.15. szombat";28.9;23;2.6;1.1;;

"2020.08.16. vasárnap";26;20.5;3.4;25.9;;

"2020.08.17. hétfő";30.9;21.8;3.9;4.4;;

"2020.08.18. kedd";27.4;22.1;4.3;6.6;;

"2020.08.19. szerda";27.8;21.2;4.5;1.1;;

"2020.08.20. csütörtök";30.1;20;3.6;0;;

"2020.08.21. péntek";31.6;22.3;2.7;0;;

"2020.08.22. szombat";32.9;23.2;2.1;0;;

"2020.08.23. vasárnap";28.7;21.6;4.9;3.7;;

"2020.08.24. hétfő";28.9;22;4;0;;

"2020.08.25. kedd";26.7;21;4.6;0;;

"2020.08.26. szerda";30.3;20.4;5.6;0;;

"2020.08.27. csütörtök";26.1;19.5;7.7;0;;

"2020.08.28. péntek";29.1;19;4.8;0;;

"2020.08.29. szombat";32.7;22.1;6.7;0;;

"2020.08.30. vasárnap";34.3;23.4;7.6;0;;

"2020.08.31. hétfő";26.2;19.1;7;0.2;;
