"2020.09.01. kedd";19.7;15.7;5.5;16.7;;

"2020.09.02. szerda";24;13.9;5.3;0;;

"2020.09.03. csütörtök";25.1;17.1;4.1;0;;

"2020.09.04. péntek";25.9;16.7;3;0;;

"2020.09.05. szombat";28.9;19.7;2.4;0;;

"2020.09.06. vasárnap";30.1;21;2.3;0;;

"2020.09.07. hétfő";26.5;20.4;4.9;0.2;;

"2020.09.08. kedd";25.9;17.5;2.8;0;;

"2020.09.09. szerda";28;18.5;2.1;0;;

"2020.09.10. csütörtök";27.7;19.6;3;0;;

"2020.09.11. péntek";27.5;19.6;2.8;0;;

"2020.09.12. szombat";29.6;20.5;3;0;;

"2020.09.13. vasárnap";30.2;22.3;2.7;0;;

"2020.09.14. hétfő";30.5;22.4;3.9;0;;

"2020.09.15. kedd";30.7;22.8;3.9;0;;

"2020.09.16. szerda";30.5;23;2.7;0;;

"2020.09.17. csütörtök";30.5;19.9;3.9;0.8;;

"2020.09.18. péntek";23.5;17.2;3.6;0;;

"2020.09.19. szombat";23.1;16.5;2.6;0;;

"2020.09.20. vasárnap";25.7;16.3;4;0;;

"2020.09.21. hétfő";26.8;17.8;4.1;0;;

"2020.09.22. kedd";28.1;18.5;4.7;0;;

"2020.09.23. szerda";26.4;19.4;2.5;1.8;;

"2020.09.24. csütörtök";24.9;18.9;2;1;;

"2020.09.25. péntek";21.6;18.5;5.6;9.2;;

"2020.09.26. szombat";18.3;11.8;7.6;10.4;;

"2020.09.27. vasárnap";16.9;9.5;6;0;;

"2020.09.28. hétfő";19.6;13.3;6;8.5;;

"2020.09.29. kedd";17;13.4;6;0.2;;

"2020.09.30. szerda";16;11.9;6.9;0.2;;
