"2020.05.01. péntek";19.1;14.1;4.8;1.1;;

"2020.05.02. szombat";19.4;12.3;6;0;;

"2020.05.03. vasárnap";17.8;10.9;7.9;0;;

"2020.05.04. hétfő";19.5;10;4.1;0.1;;

"2020.05.05. kedd";17.5;12;7.4;4.8;;

"2020.05.06. szerda";15.6;8;8.5;0;;

"2020.05.07. csütörtök";16.3;9.4;8;0;;

"2020.05.08. péntek";21.8;9.7;2.6;0;;

"2020.05.09. szombat";23.1;14.1;3.4;0;;

"2020.05.10. vasárnap";24;15.8;4.2;0;;

"2020.05.11. hétfő";24.6;15.8;8.3;0;;

"2020.05.12. kedd";15.5;8.4;7.9;0;;

"2020.05.13. szerda";11.2;7.3;3.5;1;;

"2020.05.14. csütörtök";22.4;11.3;4.7;0.6;;

"2020.05.15. péntek";19.4;11.1;7.6;4.1;;

"2020.05.16. szombat";19.9;9.1;3.1;0;;

"2020.05.17. vasárnap";20.9;12.8;3.5;6.3;;

"2020.05.18. hétfő";24.3;13.7;2.4;0;;

"2020.05.19. kedd";25.1;16.7;4;0.1;;

"2020.05.20. szerda";19.7;15.7;3.7;9.7;;

"2020.05.21. csütörtök";20;13.2;4.9;0;;

"2020.05.22. péntek";19.1;11;4.1;0;;

"2020.05.23. szombat";16.8;13;3.1;1.5;;

"2020.05.24. vasárnap";19.9;12;9.9;2.7;;

"2020.05.25. hétfő";17.9;12;7.1;0.2;;

"2020.05.26. kedd";20.4;10.5;4.8;2;;

"2020.05.27. szerda";21.8;12.1;3.9;1.2;;

"2020.05.28. csütörtök";20.9;13.1;6.1;0.3;;

"2020.05.29. péntek";20.4;12.5;4.8;1.2;;

"2020.05.30. szombat";19.7;12.5;3.9;5.1;;

"2020.05.31. vasárnap";13.4;10.7;8.3;0;;
